"","X.3","X.2","X.1","X","org","start","movein","address","status","area","type","residences","women","men","ownership","members","residents","visitprocess","newMember","decisions","leader","leadergroup","fees","income_sharing","labor_req","member_debt","food_current","food_planned","food_local","meals_shared","meals_restrictions","meals_practices","alcohol","tobacco","religion","education","healthcare","source","lon","lat","geoAddress","no_meal_restrictions","vegan","vegetarian","organic","omnivorous","no_gmo","no_restrictions","raw","paleo","opportunivore","kosher"
"947",947,947,947,947,"Windward",1977,"1980","55 Windward Ln Wahkiacus, Washington, 98670 United States ","Established","120 acres","Ecovillage, Unspecified, or Other",58,"51-60%","41-49%","The Windward Foundation",5,"Non-member Residents: 5","Visitor Process: We handle inquiries through email. 
Since we are talking about sharing our life, and working closely together, we want to get to know you! Here are some questions to consider answering when sending us an introductory email.
Where do you come from? both in general and specifically right now in life?
Where do you want to go? What kinds of life trajectories are you already on?
How does Windward fit into your big-picture plans? 
Having read through out website (www.windward.org), and describing what about us is of interest to them, is also a good indication that they are willing to invest in getting to know about us. 
We also offer an annual “open house” around the fourth of July weekend for people to come and check out our approach to building community More info is available on our website
","Yes","Decision Making: representative consensus, and informal meritocracy. similar to sociocracy","Identified Leader: Yes, multiple identified leaders","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: Partial share of income","Required Labor Contribution per Week: 0","Open to members with existing debt: Yes","Up to 25%","Almost All, around 90%","From 50-75%","Approximately all dinners","Somewhat – there are some dietary restrictions or customs.","Omnivorous, Local, Dairy-Free, Gluten-Free","Alcohol Use: Yes, used seldomly, or ceremoniously.","Tobacco Use: Yes, used seldomly, or ceremoniously.","Common Spiritual Practice(s): Ecological Stewardship","Education Style(s): Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/windward/",-121.1202765,45.8572004,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"948",948,948,948,948,"Windy Hill Farm Cooperative",2008,"2008","10716 Lakeshore Dr. Nampa, Idaho, 83686 United States ","Established","5 acres","Ecovillage, Cohousing, Shared Housing, Cohouseholding, or Coliving ",32,"50%","50%","Individual community member(s)",6,"No Info","Visitor Process: Call to set up a tour and meeting
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 20","Open to members with existing debt: No","Up to 25%","Almost All, around 90%","Up to 25%","1-3 times per month","No – people may eat however they wish.","Omnivorous, Organic, GMO Free, Mostly Vegetarian, Opportunivore ","Alcohol Use: Yes, used seldomly, or ceremoniously.","Tobacco Use: Yes, used seldomly, or ceremoniously.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices)","Education Style(s): Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/windy-hill-farm-cooperative/",-116.6077789,43.5104658,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"949",949,949,949,949,"Winona Catholic Worker",1991,"1992","832 W.Broadway winona, Minnesota, 55987 United States ","Established","No Info","Unspecified, or Other",18,"71-80%","21-30%","The Community",3,"Non-member Residents: 4","Visitor Process: Please contact us to figure out details about visiting!
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: No","Shared Income: None","No Info","Open to members with existing debt: Yes","Up to 25%","No Info","From 50-75%","Approximately all dinners","No – people may eat however they wish.","Omnivorous ","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used occasionally.","Common Spiritual Practice(s): Catholic, Quaker, Agnostic, Humanist","Education Style(s): Up to each family or individual","No Info","https://www.ic.org/directory/winona-catholic-worker/",-91.6595405,44.0532786,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"950",950,950,950,950,"Winslow Cohousing Group",1989,"1992","353 Wallace Way NE Bainbridge Island, Washington, 98110-2846 United States ","Established","5.5 acres","Cohousing ",33,"51-60%","41-49%","The entire community membership",45,"Non-member Residents: 4","Visitor Process: Tours take about an hour. Tours may be given on Saturdays at 1:30, Sundays at 4:00, and at other mutually agreed upon times. Please contact us to schedule a tour. At times, we have homes for sale – visit our website www.winslowcohousing.org to view listings, if any.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 2","No Info","Between 26-49%","Between 26-49%","From 50-75%","2-5 times per week","No – people may eat however they wish.","Omnivorous, Local, Organic, Vegetarian Only, Mostly Vegetarian, Dairy-Free, Gluten-Free","Alcohol Use: Yes, used seldomly, or ceremoniously.","Tobacco Use: Yes, used seldomly, or ceremoniously.","No Info","Education Style(s): Home Schooling, Private School off the property, Public Schooling","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/winslow-cohousing-group/",-122.5188405,47.632018,NA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"951",951,951,951,951,"Wiscoy Valley Community Land Cooperative",1975,"1975","31783 Bur Oak Lane Winona, Minnesota, 55987-6190 United States ","Established","358 acres","Cohousing ",7,"51-60%","41-49%","The entire community membership",21,"Non-member Residents: 2","Visitor Process: Contact Bill Carter ([email protected], Tony Brown (507-452-4990) or Cherie Hales ([email protected]) with your request and dates of visit. At a Sunday meeting, the request will be discussed and approved, etc. Extended visitors need a sponsor and may pay a fee of $47.50/mo.
","Waiting List","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","No Info","Open to members with existing debt: Yes","Up to 25%","Up to 25%","Between 26-49%","1-3 times per month","No – people may eat however they wish.","Omnivorous, Local, Organic, GMO Free, Mostly Vegetarian, Dairy-Free, Gluten-Free","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used occasionally.","No Info","Education Style(s): Public Schooling, Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/wiscoy-valley-community-land-cooperative/",-91.6454171,43.890563,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"952",952,952,952,952,"Wise Acres Cooperative Association",NA,"1990","PO Box 490 Indianola, Washington, 98342 United States ","Established","17 acres","Cohousing ",67,"50%","50%","The Community",33,"No Info","Visitor Process: Wise-Acres gathers for community dinner every Monday and Wednesday at 6:00. Please call or email ahead to arrange a visit, at least one day in advance.
First Fridays are our monthly gathering time (the first Friday evening of each month). The theme varies: dancing, drumming, board games, storytelling, etc….
We typically host a summer party late in August.
","No Info","Decision Making: Other","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: Members have completely independent finances","Required Labor Contribution per Week: 0","No Info","Between 25-50%","No Info","No Info","2-5 times per week","Not at all important – people may eat however they individually choose.","No Info","Alcohol Use: Yes, used occasionally.","No Info","No Info","No Info","No Info","https://www.ic.org/directory/wise-acres-cooperative-association/",-122.513175,47.7488881,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"953",953,953,953,953,"Wolf Creek Lodge",2006,"2012","800 Freeman Lane Grass Valley, California, 95949 United States ","Established","8 acres","Cohousing ",33,"61-70%","31-40%","The entire community membership",40,"No Info","Visitor Process: If you are interested in visiting the lodge or becoming acquainted with the group, please call (800) 558-3775 or email [email protected]
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 3","No Info","Up to 25%","Up to 25%","Between 26-49%","2-5 times per week","No – people may eat however they wish.","Omnivorous, Organic, Vegetarian Only, Gluten-Free","Alcohol Use: Yes, used often.","No Info","No Info","No Info","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/wolf-creek-lodge/",-121.063765,39.1994671,NA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"954",954,954,954,954,"Wolf Den Hollow",2012,"2015","Stossel Creek NE Duvall, Washington, 98019 United States ","Forming","5 acres","Ecovillage, Cohousing ",55,"31-40%","41-49%","Individual community member(s)",5,"Non-member Residents: 3","Visitor Process: Contact Either Alex at [email protected] or the primary owner of the property [email protected] for details
","Yes","Decision Making: By an individual community leader","Identified Leader: No","No Info","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 0","No Info","Up to 25%","No Info","No Info","About once a week","No – people may eat however they wish.","Mostly Vegetarian","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used occasionally.","Common Spiritual Practice(s): Native American, Paganism or Earth Religions, Rainbow Family","Education Style(s): Up to each family or individual","No Info","https://www.ic.org/directory/wolf-den-hollow-2/",-121.850364,47.7493912,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"955",955,955,955,955,"Wolf Willow Cohousing",2009,"2012","530 Avenue J South Saskatoon, S7K 0H5 Canada ","Established","No Info","Cohousing ",22,"No Info","No Info","The Community",31,"No Info","Visitor Process: Contact us by email or telephone.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: Members have completely independent finances","Required Labor Contribution per Week: 0","Open to members with existing debt: Yes","0%, or close to 0%","No Info","No Info","1-3 times per month","Not at all important – people may eat however they individually choose.","Omnivorous ","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used seldomly, or ceremoniously.","Common Spiritual Practice(s): Christian, Buddhist, Protestant, Catholic, Bahai, Atheist, Other","No Info","Healthcare Options: Up to each individual","https://www.ic.org/directory/wolf-willow-cohousing-2/",-106.6626125,52.1265106,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"956",956,956,956,956,"Woodacre Co-Housing",2015,"2015","Oak Grove Woodacre, California, 94973 United States ","Established","No Info","Shared Housing, Cohouseholding, or Coliving ",67,"61-70%","21-30%","A subgroup of community members",6,"No Info","Visitor Process: email us
","No","Decision Making: still deciding","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: No","Shared Income: None","No Info","No Info","No Info","No Info","No Info","1-3 times per month","No – people may eat however they wish.","Omnivorous, Paleo, Local, Organic, GMO Free, Mostly Vegetarian, Mostly Vegan, Gluten-Free","No Info","No Info","No Info","Education Style(s): Up to each family or individual","No Info","https://www.ic.org/directory/woodacre-co-housing/",-122.6358468,38.0042167,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"957",957,957,957,957,"Woodburn Hill Farm",1975,"1975","27290 Woodburn Hill Rd Mechanicsville, Maryland, 20659 United States ","Established","128 acres","Cohousing ",55,"50%","50%","Woodburn Hill Farm, Ltd.",10,"No Info","Visitor Process: Email, please.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 0","No Info","Up to 25%","No Info","Between 26-49%","Rarely","No – people may eat however they wish.","Omnivorous ","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used seldomly, or ceremoniously.","Common Spiritual Practice(s): Buddhist, Quaker, Native American, Unitarian Universalist","Education Style(s): Home Schooling, Public Schooling","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/woodburn-hill-farm/",-76.777651,38.4187896,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"958",958,958,958,958,"Woodsy Way",2018,"2018","5410 Lockwood Road Madison, Ohio,  United States ","Forming","6 acres","Shared Housing, Cohouseholding, or Coliving ",2,"50%","50%","Individual community member(s)",2,"Non-member Residents: 0","Visitor Process: Email us!
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: No","No Info","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 10","Open to members with existing debt: Yes","0%, or close to 0%","100%","From 50-75%","Approximately all dinners","No – people may eat however they wish.","No restriction on diet","Alcohol Use: No, this community does not permit alcohol use.","Tobacco Use: No, this community does not permit tobacco use.","No Info","Education Style(s): Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/woodsy-way/",-81.096272,41.810387,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
